Name;;RA;;;Dec;;K;V_H;sig;sour;type;d1;d2;;;
;hh;mm;ss.ss;ddd;mm;dd.d;mag;km/s;km/s;;;arcmin;;;;
130218.28+3253268;13;02;18.28;+32;53;26.8;10.51;7579;7;661;2B_/;0.84;0.22;1.045;0.326;0.260  
130219.32-0624218;13;02;19.32;-06;24;21.8;12.91;0;0;0;;0.21;0.10;1.069;0.432;0.480  
130219.39+2857099;13;02;19.39;+28;57;9.9;12.78;10373;28;1143;;0.31;0.22;0.945;0.269;0.720  
130219.85-0202280;13;02;19.85;-02;02;28.0;13.07;21490;19;5906;19;0.24;0.19;1.118;0.444;0.780  
130220.34+0551359;13;02;20.34;+05;51;35.9;13.37;19404;60;5918;;0.32;0.19;1.193;0.425;0.580  
130220.35+1905592;13;02;20.35;+19;05;59.2;12.01;19351;35;-160;;0.37;0.16;1.051;0.369;0.440  
130221.46-0230060;13;02;21.46;-02;30;6.0;12.46;23920;28;5906;19;0.28;0.23;1.287;0.537;0.800  
130221.52+2813509;13;02;21.52;+28;13;50.9;11.63;5576;28;2779;-1;0.43;0.17;0.948;0.255;0.400  
130221.59-0314180;13;02;21.59;-03;14;18.0;13.22;31271;23;5906;19;0.36;0.30;0.956;0.338;0.820  
130221.67+2815219;13;02;21.67;+28;15;21.9;12.01;7137;100;1502;;0.39;0.20;0.921;0.236;0.520  
130221.99+3312548;13;02;21.99;+33;12;54.8;12.30;7172;22;6801;;0.29;0.15;0.969;0.273;0.540  
130222.16-0455470;13;02;22.16;-04;55;47.0;13.36;0;0;0;;0.22;0.13;1.202;0.443;0.600  
130223.24+2401449;13;02;23.24;+24;01;44.9;12.08;22259;39;6801;;0.34;0.29;1.076;0.412;0.860  
130224.84+3120208;13;02;24.84;+31;20;20.8;12.97;20268;48;6801;;0.27;0.24;1.048;0.338;0.880  
130225.90+2208072;13;02;25.90;+22;08;7.2;13.39;0;0;0;;0.33;0.23;1.530;0.832;0.700  
130227.27-0125130;13;02;27.27;-01;25;13.0;13.01;19728;87;1777;;0.29;0.12;1.208;0.428;0.420  
130227.64+2326472;13;02;27.64;+23;26;47.2;13.41;0;0;0;;0.27;0.18;1.366;0.801;0.640  
130228.46+1904542;13;02;28.46;+19;04;54.2;13.07;0;0;0;;0.36;0.11;1.338;0.423;0.300  
130228.48+0311496;13;02;28.48;+03;11;49.6;12.84;14176;22;5906;19;0.23;0.22;1.081;0.288;0.940  
130228.56+0906340;13;02;28.56;+09;06;34.0;13.37;0;0;0;;0.36;0.25;0.981;0.435;0.680  
130229.18+0636370;13;02;29.18;+06;36;37.0;13.05;0;0;0;;0.27;0.13;1.056;0.325;0.480  
130229.70+1223584;13;02;29.70;+12;23;58.4;13.07;25236;45;5920;;0.31;0.18;1.049;0.359;0.580  
130230.22+2159012;13;02;30.22;+21;59;1.2;13.31;0;0;0;;0.28;0.24;1.105;0.296;0.880  
130230.79+1236334;13;02;30.79;+12;36;33.4;12.95;19417;60;5920;;0.26;0.23;1.062;0.519;0.880  
130231.34+3407468;13;02;31.34;+34;07;46.8;13.10;10004;33;5920;;0.22;0.07;0.989;0.310;0.320  
130232.44+0020426;13;02;32.44;+00;20;42.6;12.75;20353;87;1777;;0.36;0.24;1.057;0.476;0.660  
130232.90+0818390;13;02;32.90;+08;18;39.0;13.02;0;0;0;;0.21;0.12;0.994;0.308;0.560  
130233.28+3130098;13;02;33.28;+31;30;9.8;13.09;0;0;0;;0.18;0.16;1.113;0.324;0.880  
130233.36-0330570;13;02;33.36;-03;30;57.0;13.21;0;0;0;;0.25;0.15;1.176;0.558;0.600  
130233.57+0020186;13;02;33.57;+00;20;18.6;13.24;52226;48;5920;;0.30;0.18;1.379;0.574;0.620  
130233.76-0357570;13;02;33.76;-03;57;57.0;12.97;24694;87;1777;;0.26;0.22;1.064;0.378;0.820  
130234.43+3215568;13;02;34.43;+32;15;56.8;13.50;0;0;0;;0.29;0.16;1.009;0.277;0.560  
130234.64+0020546;13;02;34.64;+00;20;54.6;11.38;20322;60;5920;;0.79;0.49;0.978;0.337;0.620  
130234.77+2756563;13;02;34.77;+27;56;56.3;12.66;5779;12;1141;-2;0.40;0.18;0.877;0.108;0.460  
130234.81+1841432;13;02;34.81;+18;41;43.2;13.20;0;0;0;;0.17;0.17;1.340;0.504;1.000  
130234.85+0426506;13;02;34.85;+04;26;50.6;13.21;30284;53;5918;;0.21;0.09;1.299;0.471;0.460  
130234.88+1841222;13;02;34.88;+18;41;22.2;12.82;0;0;0;;0.23;0.20;1.044;0.463;0.860  
130234.96+1745194;13;02;34.96;+17;45;19.4;12.89;0;0;0;;0.20;0.17;1.145;0.410;0.860  
130235.88-0035590;13;02;35.88;-00;35;59.0;12.96;24680;28;5906;19;0.23;0.18;1.210;0.376;0.760  
130237.39+2710343;13;02;37.39;+27;10;34.3;12.28;5497;33;5901;;0.26;0.19;0.948;0.217;0.740  
130237.42+0600046;13;02;37.42;+06;00;4.6;12.81;14502;37;5918;;0.28;0.18;1.320;0.479;0.640  
130237.43+3435067;13;02;37.43;+34;35;6.7;13.20;20014;52;5920;;0.21;0.17;0.973;0.215;0.780  
130238.32-0221350;13;02;38.32;-02;21;35.0;13.45;25694;23;5906;19;0.29;0.16;1.339;0.652;0.540  
130238.45+2806523;13;02;38.45;+28;06;52.3;12.36;7476;15;1155;1B_P;0.48;0.26;0.860;0.224;0.540  
130238.57+0523316;13;02;38.57;+05;23;31.6;13.43;0;0;0;;0.39;0.23;86.565;0.830;0.600  
130238.72-0243290;13;02;38.72;-02;43;29.0;12.96;23550;39;5100;;0.22;0.21;1.121;0.458;0.920  
130239.35+2523003;13;02;39.35;+25;23;0.3;13.30;7340;37;1525;;0.21;0.17;0.873;0.216;0.820  
130240.14+1743504;13;02;40.14;+17;43;50.4;13.50;0;0;0;;0.32;0.14;1.187;0.441;0.440  
130240.79+2822163;13;02;40.79;+28;22;16.3;11.47;7406;28;1155;;0.59;0.19;1.051;0.349;0.320  
130241.38+0548576;13;02;41.38;+05;48;57.6;12.52;0;0;0;;0.36;0.31;1.034;0.341;0.880  
130241.47+1942222;13;02;41.47;+19;42;22.2;13.46;0;0;0;;0.26;0.14;1.075;0.340;0.560  
130241.52-0250090;13;02;41.52;-02;50;9.0;13.13;26068;27;5906;19;0.25;0.22;0.936;0.373;0.900  
130241.85+1438484;13;02;41.85;+14;38;48.4;13.36;28198;44;5920;;0.22;0.20;1.149;0.442;0.940  
130241.90+0321136;13;02;41.90;+03;21;13.6;12.55;20741;19;2774;0B;0.29;0.22;1.126;0.301;0.780  
130242.28+1846222;13;02;42.28;+18;46;22.2;13.27;0;0;0;;0.21;0.17;1.004;0.415;0.820  
130242.33-0218130;13;02;42.33;-02;18;13.0;13.17;0;0;0;;0.38;0.15;1.247;0.497;0.380  
130243.56+0039496;13;02;43.56;+00;39;49.6;12.01;12176;20;3542;;0.49;0.27;1.023;0.421;0.560  
130243.61+1530244;13;02;43.61;+15;30;24.4;11.71;6479;9;2212;3B;0.48;0.37;0.867;0.253;0.780  
130244.33+0530246;13;02;44.33;+05;30;24.6;12.53;11696;51;5918;;0.25;0.19;1.138;0.432;0.760  
130244.42+2802434;13;02;44.42;+28;02;43.4;11.15;6211;25;2315;-5;0.73;0.62;1.004;0.296;0.840  
130244.65+3205057;13;02;44.65;+32;05;5.7;12.65;7351;39;6801;;0.27;0.15;0.897;0.271;0.560  
130244.67+3353097;13;02;44.67;+33;53;9.7;12.72;14716;49;5920;;0.29;0.15;0.974;0.266;0.500  
130244.77+0319086;13;02;44.77;+03;19;8.6;13.00;20464;28;5906;19;0.32;0.15;1.428;0.635;0.460  
130245.22+0723260;13;02;45.22;+07;23;26.0;13.13;0;0;0;;0.29;0.13;0.939;0.384;0.460  
130245.71+0256576;13;02;45.71;+02;56;57.6;12.70;19559;34;5906;19;0.27;0.12;1.014;0.314;0.440  
130245.76+2356273;13;02;45.76;+23;56;27.3;13.30;0;0;0;;0.21;0.15;1.169;0.469;0.720  
130246.42+0428456;13;02;46.42;+04;28;45.6;13.50;14517;24;5918;;0.37;0.23;1.177;0.500;0.640  
130246.75-0713545;13;02;46.75;-07;13;54.5;13.28;54262;0;4402;-9;0.17;0.17;1.619;0.915;1.000  
130247.34+3335341;13;02;47.34;+33;35;34.1;13.36;56702;53;5920;;0.27;0.13;1.478;0.703;0.460  
130247.65+2239538;13;02;47.65;+22;39;53.8;13.05;0;0;0;;0.22;0.16;1.004;0.261;0.740  
130247.75+2500453;13;02;47.75;+25;00;45.3;13.31;0;0;0;;0.19;0.17;1.077;0.359;0.860  
130248.28+0555556;13;02;48.28;+05;55;55.6;13.28;19289;56;5918;;0.20;0.14;1.023;0.283;0.720  
130249.31-0607165;13;02;49.31;-06;07;16.5;13.14;0;0;0;;0.17;0.17;1.423;0.449;1.000  
130250.00-0226380;13;02;50.00;-02;26;38.0;12.63;24753;30;5906;19;0.27;0.22;1.175;0.437;0.820  
130250.31+1316455;13;02;50.31;+13;16;45.5;12.79;25677;46;5920;;0.44;0.31;1.126;0.436;0.700  
130252.13-0221570;13;02;52.13;-02;21;57.0;12.94;25400;27;5906;19;0.25;0.23;1.222;0.398;0.900  
130252.27-0448030;13;02;52.27;-04;48;3.0;13.38;9402;87;1777;;0.24;0.13;1.043;0.199;0.540  
130252.44+0740508;13;02;52.44;+07;40;50.8;12.78;20969;33;2774;;0.23;0.20;0.975;0.293;0.880  
130252.45+1005398;13;02;52.45;+10;05;39.8;11.38;7250;32;2700;-2;0.45;0.29;0.911;0.195;0.640  
130252.54-0230590;13;02;52.54;-02;30;59.0;11.51;24694;33;5906;19;0.51;0.41;1.162;0.346;0.800  
130252.58+0332566;13;02;52.58;+03;32;56.6;12.37;7347;22;5906;19;0.29;0.24;1.133;0.476;0.840  
130252.72+2751593;13;02;52.72;+27;51;59.3;11.49;8172;27;2779;1;0.58;0.30;0.963;0.277;0.520  
130252.74-0234410;13;02;52.74;-02;34;41.0;13.20;34710;39;5100;;0.21;0.15;1.353;0.415;0.700  
130252.98+0332316;13;02;52.98;+03;32;31.6;13.03;55122;50;5920;;0.27;0.19;1.290;0.561;0.700  
130254.30+0319031;13;02;54.30;+03;19;3.1;12.43;0;0;0;;0.31;0.29;1.041;0.305;0.920  
130254.42+2339258;13;02;54.42;+23;39;25.8;11.84;7414;23;-160;;0.36;0.14;0.912;0.226;0.400  
130254.71+2107408;13;02;54.71;+21;07;40.8;13.02;0;0;0;;0.23;0.17;1.145;0.493;0.720  
130254.93+0530351;13;02;54.93;+05;30;35.1;12.38;11686;55;2774;;0.49;0.20;1.054;0.333;0.420  
130254.99+0531151;13;02;54.99;+05;31;15.1;13.30;20734;25;2774;;0.20;0.14;1.209;0.747;0.720  
130255.11+0817288;13;02;55.11;+08;17;28.8;12.97;0;0;0;;0.19;0.19;1.204;0.517;1.000  
130255.56+0318441;13;02;55.56;+03;18;44.1;13.41;21963;23;5906;19;0.35;0.24;1.249;0.575;0.680  
130256.47+0531021;13;02;56.47;+05;31;2.1;12.91;20767;43;2774;;0.31;0.18;1.240;0.648;0.600  
130256.59+2804133;13;02;56.59;+28;04;13.3;12.40;7759;28;1155;;0.46;0.24;0.835;0.145;0.520  
130256.76+0718068;13;02;56.76;+07;18;6.8;12.74;0;0;0;;0.33;0.20;1.059;0.378;0.600  
130256.90+1252505;13;02;56.90;+12;52;50.5;12.47;10849;50;5920;;0.36;0.14;1.011;0.377;0.400  
130257.18+0043531;13;02;57.18;+00;43;53.1;13.05;20326;31;5918;;0.30;0.30;1.094;0.346;1.000  
130257.28+1859488;13;02;57.28;+18;59;48.8;12.74;0;0;0;;0.31;0.27;1.319;0.600;0.860  
130257.37+0717158;13;02;57.37;+07;17;15.8;12.65;0;0;0;;0.35;0.23;0.910;0.234;0.660  
130257.65+0028071;13;02;57.65;+00;28;7.1;12.95;24652;87;1777;;0.27;0.18;1.061;0.500;0.660  
130258.77+1624275;13;02;58.77;+16;24;27.5;12.87;20439;0;508;;0.17;0.17;1.337;0.656;1.000  
130259.11-0352305;13;02;59.11;-03;52;30.5;11.36;21894;31;-160;;0.36;0.21;1.023;0.346;0.580  
130259.22+2714363;13;02;59.22;+27;14;36.3;13.24;22957;44;-105;;0.26;0.19;1.159;0.593;0.720  
130259.34-0220145;13;02;59.34;-02;20;14.5;13.41;25035;24;5906;19;0.33;0.25;1.176;0.543;0.760  
130259.44+0319251;13;02;59.44;+03;19;25.1;13.07;21009;25;5906;19;0.36;0.30;1.172;0.535;0.820  
130300.16+1354455;13;03;0.16;+13;54;45.5;13.39;0;0;0;;0.35;0.19;1.124;0.479;0.560  
130300.32-0028525;13;03;0.32;-00;28;52.5;13.26;24805;28;5906;19;0.18;0.15;1.153;0.377;0.860  
130300.34+2302438;13;03;0.34;+23;02;43.8;13.17;0;0;0;;0.33;0.24;1.012;0.370;0.720  
130300.56-0805059;13;03;0.56;-08;05;5.9;10.41;1720;8;910;4A7s;0.71;0.50;0.755;0.162;0.700  
130300.81-0947189;13;03;0.81;-09;47;18.9;13.13;0;0;0;;0.20;0.17;1.102;0.306;0.860  
130300.84+0323571;13;03;0.84;+03;23;57.1;13.35;12114;22;5906;19;0.32;0.18;1.057;0.343;0.560  
130300.89+2801573;13;03;0.89;+28;01;57.3;10.40;5443;7;2353;0;0.62;0.26;0.931;0.228;0.420  
130300.95+0636338;13;03;0.95;+06;36;33.8;13.04;0;0;0;;0.28;0.11;1.059;0.343;0.400  
130301.28+2725523;13;03;1.28;+27;25;52.3;13.24;0;0;0;;0.25;0.18;1.246;0.403;0.740  
130301.58+0305531;13;03;1.58;+03;05;53.1;13.24;0;0;0;;0.32;0.32;1.148;0.484;1.000  
130301.73+3212382;13;03;1.73;+32;12;38.2;12.79;7138;21;6801;;0.48;0.13;1.025;0.414;0.260  
130302.14-0227235;13;03;2.14;-02;27;23.5;13.23;26633;23;5906;19;0.24;0.11;1.365;0.506;0.460  
130302.36+2714593;13;03;2.36;+27;14;59.3;13.24;0;0;0;;0.23;0.14;1.093;0.377;0.600  
130302.67+1551386;13;03;2.67;+15;51;38.6;12.64;0;0;0;;0.29;0.20;1.080;0.294;0.700  
130302.82+2236539;13;03;2.82;+22;36;53.9;13.10;0;0;0;;0.23;0.11;1.255;0.480;0.500  
130303.31+2028239;13;03;3.31;+20;28;23.9;13.34;0;0;0;;0.27;0.25;0.935;0.305;0.920  
130303.38+0034491;13;03;3.38;+00;34;49.1;13.35;24766;87;1777;;0.26;0.26;1.098;0.586;1.000  
130304.85-0031245;13;03;4.85;-00;31;24.5;13.23;19997;24;5906;19;0.25;0.20;1.197;0.506;0.800  
130305.23+2747024;13;03;5.23;+27;47;2.4;12.79;7671;32;5901;;0.40;0.26;0.971;0.285;0.640  
130305.31+1920319;13;03;5.31;+19;20;31.9;13.14;0;0;0;;0.22;0.11;1.023;0.272;0.520  
130305.93+1344396;13;03;5.93;+13;44;39.6;13.39;18877;49;5920;;0.22;0.19;1.025;0.340;0.880  
130305.96+2631524;13;03;5.96;+26;31;52.4;12.39;5965;100;1502;;0.30;0.19;0.969;0.243;0.640  
130305.98+0057201;13;03;5.98;+00;57;20.1;12.47;20636;87;1777;;0.37;0.19;1.072;0.423;0.520  
130306.33-0558409;13;03;6.33;-05;58;40.9;11.11;7530;27;-160;-5;0.44;0.37;0.903;0.240;0.840  
130306.51+1915579;13;03;6.51;+19;15;57.9;13.30;18694;27;1149;;0.18;0.13;1.096;0.447;0.700  
130307.65+0719258;13;03;7.65;+07;19;25.8;13.02;0;0;0;;0.32;0.23;0.971;0.269;0.720  
130308.54-0251195;13;03;8.54;-02;51;19.5;12.52;22038;24;5906;19;0.27;0.26;1.195;0.459;0.960  
130309.28-0224415;13;03;9.28;-02;24;41.5;13.30;25832;25;5906;19;0.19;0.15;1.166;0.573;0.780  
130309.32+0819028;13;03;9.32;+08;19;2.8;12.75;0;0;0;;0.45;0.38;1.030;0.496;0.840  
130309.77+2835004;13;03;9.77;+28;35;0.4;11.47;6917;100;1502;-2;0.46;0.17;0.949;0.232;0.380  
130310.00+0732548;13;03;10.00;+07;32;54.8;12.32;14609;29;2774;-2;0.53;0.47;1.031;0.337;0.880  
130310.05+1352396;13;03;10.05;+13;52;39.6;12.52;10735;30;5920;;0.26;0.24;0.950;0.320;0.940  
130310.67+0554421;13;03;10.67;+05;54;42.1;12.64;18705;47;5918;;0.35;0.23;1.011;0.407;0.640  
130312.23+1908209;13;03;12.23;+19;08;20.9;13.06;19355;32;1149;;0.24;0.10;1.100;0.344;0.420  
130313.55+1843158;13;03;13.55;+18;43;15.8;12.41;0;0;0;;0.47;0.28;1.045;0.331;0.600  
130313.56+0636428;13;03;13.56;+06;36;42.8;13.00;0;0;0;;0.29;0.14;1.081;0.345;0.480  
130313.68+2722084;13;03;13.68;+27;22;8.4;12.91;6371;32;5901;;0.34;0.15;0.988;0.394;0.460  
130314.41-0352215;13;03;14.41;-03;52;21.5;13.30;21721;87;1777;;0.29;0.19;1.087;0.507;0.660  
130314.64+0748078;13;03;14.64;+07;48;7.8;11.18;4546;9;2212;1;0.83;0.73;0.833;0.188;0.880  
130314.94+3119472;13;03;14.94;+31;19;47.2;12.93;0;0;0;;0.22;0.20;0.864;0.244;0.880  
130315.21-0331245;13;03;15.21;-03;31;24.5;13.10;31016;87;1777;;0.22;0.16;1.074;0.476;0.700  
130315.51+3150182;13;03;15.51;+31;50;18.2;13.09;49375;90;1154;;0.42;0.27;1.250;0.390;0.640  
130315.55-0304155;13;03;15.55;-03;04;15.5;13.11;30555;31;5906;19;0.21;0.15;1.340;0.547;0.700  
130315.67-0521175;13;03;15.67;-05;21;17.5;12.42;0;0;0;;0.33;0.19;1.253;0.593;0.580  
130315.99+0128071;13;03;15.99;+01;28;7.1;12.27;12257;28;2774;5;0.43;0.15;1.052;0.345;0.340  
130316.23+2801494;13;03;16.23;+28;01;49.4;11.21;6041;30;1155;-2;0.60;0.14;1.040;0.317;0.240  
130316.53+2719554;13;03;16.53;+27;19;55.4;12.52;10492;119;2306;;0.45;0.20;1.113;0.412;0.440  
130317.09+1859508;13;03;17.09;+18;59;50.8;12.80;0;0;0;;0.28;0.13;1.077;0.398;0.460  
130318.63+1548041;13;03;18.63;+15;48;4.1;13.32;0;0;0;;0.31;0.27;0.968;0.180;0.880  
130319.02+0435521;13;03;19.02;+04;35;52.1;12.89;11760;42;2774;4A;0.47;0.39;0.840;0.194;0.840  
130319.29-0306385;13;03;19.29;-03;06;38.5;12.79;33944;27;5906;19;0.28;0.27;1.035;0.296;0.960  
130319.49+0701270;13;03;19.49;+07;01;27.0;12.60;14566;91;2774;;0.34;0.22;1.025;0.286;0.640  
130319.53+3308453;13;03;19.53;+33;08;45.3;13.19;20158;52;5920;;0.33;0.30;0.933;0.176;0.920  
130320.15+2228050;13;03;20.15;+22;28;5.0;13.12;0;0;0;;0.27;0.24;1.157;0.513;0.880  
130320.27-0612231;13;03;20.27;-06;12;23.1;12.71;0;0;0;;0.27;0.22;1.278;0.524;0.820  
130320.60+0246371;13;03;20.60;+02;46;37.1;13.40;21774;21;5906;19;0.21;0.18;1.107;0.589;0.860  
130321.09+1117540;13;03;21.09;+11;17;54.0;13.02;26018;48;5920;;0.22;0.17;1.093;0.375;0.780  
130321.19+1422391;13;03;21.19;+14;22;39.1;10.68;6412;6;620;3B;0.74;0.52;0.957;0.282;0.700  
130322.00+1444351;13;03;22.00;+14;44;35.1;13.12;15673;45;5920;;0.27;0.14;1.045;0.356;0.520  
130322.30+0941100;13;03;22.30;+09;41;10.0;13.22;0;0;0;;0.20;0.13;0.980;0.374;0.640  
130322.79+2756094;13;03;22.79;+27;56;9.4;12.76;6016;23;1155;;0.44;0.27;0.877;0.115;0.600  
130323.14+2851514;13;03;23.14;+28;51;51.4;12.92;6568;49;5920;;0.26;0.19;1.067;0.288;0.740  
130323.28+0350372;13;03;23.28;+03;50;37.2;13.49;21266;49;5918;;0.33;0.17;1.236;0.572;0.520  
130323.82-0227544;13;03;23.82;-02;27;54.4;13.33;23805;23;5906;19;0.23;0.20;1.022;0.454;0.880  
130324.30+3145474;13;03;24.30;+31;45;47.4;13.28;0;0;0;;0.23;0.20;1.199;0.711;0.880  
130324.42+2011490;13;03;24.42;+20;11;49.0;11.39;19023;22;1524;-1;0.62;0.57;1.081;0.439;0.920  
130325.29+2800504;13;03;25.29;+28;00;50.4;12.50;7954;21;1155;;0.43;0.32;0.937;0.186;0.760  
130327.18-0032024;13;03;27.18;-00;32;2.4;13.04;23994;24;5906;19;0.23;0.14;1.082;0.408;0.600  
130328.50-0902421;13;03;28.50;-09;02;42.1;13.19;0;0;0;;0.37;0.18;0.953;0.257;0.500  
130328.64+1246571;13;03;28.64;+12;46;57.1;13.21;25884;48;5920;;0.32;0.21;1.120;0.436;0.640  
130328.99+2633024;13;03;28.99;+26;33;2.4;11.28;6676;2;661;3B_P;0.50;0.25;1.049;0.282;0.500  
130329.02+2859174;13;03;29.02;+28;59;17.4;13.40;25062;32;1143;3;0.24;0.17;1.025;0.349;0.700  
130329.31-0947381;13;03;29.31;-09;47;38.1;13.06;0;0;0;;0.29;0.19;1.177;0.400;0.680  
130329.33+2526224;13;03;29.33;+25;26;22.4;12.44;0;0;0;;0.35;0.29;1.142;0.525;0.820  
130329.42+1750361;13;03;29.42;+17;50;36.1;13.25;0;0;0;;0.27;0.21;0.966;0.364;0.780  
130329.56+0341512;13;03;29.56;+03;41;51.2;13.02;21329;52;5918;;0.35;0.12;1.235;0.483;0.340  
130330.64+3318094;13;03;30.64;+33;18;9.4;13.02;29649;46;5920;;0.25;0.15;1.264;0.532;0.600  
130330.67+3204554;13;03;30.67;+32;04;55.4;12.98;22874;119;2306;;0.18;0.18;1.202;0.459;1.000  
130330.75-0214004;13;03;30.75;-02;14;0.4;12.46;25231;18;5918;;0.42;0.13;1.445;0.581;0.320  
130331.20+2805318;13;03;31.20;+28;05;31.8;13.42;0;0;0;;0.29;0.13;0.930;0.279;0.460  
130331.54+2250480;13;03;31.54;+22;50;48.0;12.99;0;0;0;;0.38;0.22;0.950;0.281;0.580  
130331.64+0758040;13;03;31.64;+07;58;4.0;13.30;13974;32;2774;;0.29;0.18;0.977;0.281;0.620  
130332.24+1917140;13;03;32.24;+19;17;14.0;13.28;19918;27;1149;;0.33;0.15;0.999;0.269;0.460  
130332.32+0742160;13;03;32.32;+07;42;16.0;13.42;0;0;0;;0.26;0.15;1.165;0.315;0.580  
130333.10+1450201;13;03;33.10;+14;50;20.1;11.98;10581;27;-160;;0.36;0.17;1.128;0.436;0.460  
130333.89+0402582;13;03;33.89;+04;02;58.2;12.28;19297;57;5918;;0.43;0.23;1.116;0.356;0.540  
130334.33+0657130;13;03;34.33;+06;57;13.0;12.02;14719;33;-160;;0.32;0.19;1.088;0.417;0.600  
130334.66+0246192;13;03;34.66;+02;46;19.2;13.27;21473;28;5906;19;0.19;0.19;1.018;0.365;1.000  
130334.93+1848120;13;03;34.93;+18;48;12.0;11.38;19527;32;-160;;0.79;0.52;1.041;0.384;0.660  
130335.10-0254174;13;03;35.10;-02;54;17.4;12.37;24861;24;5906;19;0.33;0.20;1.237;0.540;0.600  
130335.40+0243282;13;03;35.40;+02;43;28.2;12.19;0;0;0;;0.31;0.21;1.069;0.444;0.680  
130335.71-0311404;13;03;35.71;-03;11;40.4;12.46;7616;22;5906;19;0.26;0.20;0.900;0.203;0.760  
130335.78-0829271;13;03;35.78;-08;29;27.1;12.49;0;0;0;;0.25;0.19;1.042;0.306;0.780  
130336.06+1932350;13;03;36.06;+19;32;35.0;13.43;0;0;0;;0.20;0.14;0.926;0.306;0.700  
130336.37+0859320;13;03;36.37;+08;59;32.0;13.33;0;0;0;;0.21;0.17;1.094;0.385;0.800  
130337.06+1007170;13;03;37.06;+10;07;17.0;13.18;0;0;0;;0.30;0.29;0.907;0.364;0.980  
130337.06+1023350;13;03;37.06;+10;23;35.0;12.89;0;0;0;;0.37;0.28;0.962;0.231;0.760  
130337.91+0754140;13;03;37.91;+07;54;14.0;12.64;13848;19;2700;1A;0.36;0.22;1.042;0.392;0.620  
130338.02+0613150;13;03;38.02;+06;13;15.0;13.28;0;0;0;;0.24;0.21;1.165;0.428;0.880  
130338.94+0243352;13;03;38.94;+02;43;35.2;13.15;20516;275;3542;;0.27;0.20;0.875;0.259;0.740  
130339.28+2251200;13;03;39.28;+22;51;20.0;13.00;0;0;0;;0.23;0.19;1.258;0.564;0.820  
130339.43+0607560;13;03;39.43;+06;07;56.0;13.14;20917;50;5918;;0.23;0.23;1.097;0.397;1.000  
130339.66+1901210;13;03;39.66;+19;01;21.0;13.14;0;0;0;;0.26;0.18;1.113;0.420;0.700  
130340.08-0353004;13;03;40.08;-03;53;0.4;13.38;0;0;0;;0.33;0.20;1.261;0.444;0.600  
130340.27+0807240;13;03;40.27;+08;07;24.0;13.26;0;0;0;;0.25;0.19;0.988;0.379;0.760  
130340.45+0703090;13;03;40.45;+07;03;9.0;13.02;0;0;0;;0.25;0.18;1.012;0.489;0.720  
130340.81+0234053;13;03;40.81;+02;34;5.3;11.02;12308;61;2774;-2;0.61;0.52;0.958;0.278;0.840  
130340.87+1928060;13;03;40.87;+19;28;6.0;13.01;23750;29;1149;;0.25;0.16;1.093;0.418;0.640  
130340.90+1455071;13;03;40.90;+14;55;7.1;12.68;15634;47;5920;;0.35;0.32;1.043;0.361;0.920  
130341.08-0657091;13;03;41.08;-06;57;9.1;13.07;0;0;0;;0.28;0.19;1.413;0.743;0.680  
130341.14+3249375;13;03;41.14;+32;49;37.5;13.16;36205;48;5920;;0.23;0.17;1.105;0.432;0.740  
130341.26+2013000;13;03;41.26;+20;13;0.0;12.54;18773;18;6801;;0.34;0.23;1.153;0.420;0.680  
130341.40+0730570;13;03;41.40;+07;30;57.0;11.21;14783;47;2700;-5;0.55;0.42;1.002;0.321;0.760  
130341.74-0533394;13;03;41.74;-05;33;39.4;13.34;26360;65;5100;;0.36;0.21;1.060;0.387;0.580  
130342.17+2854199;13;03;42.17;+28;54;19.9;12.77;6680;47;-2;;0.44;0.21;0.912;0.232;0.480  
130342.31+3259225;13;03;42.31;+32;59;22.5;13.06;9743;27;5920;;0.34;0.29;0.825;0.144;0.860  
130342.60+0311043;13;03;42.60;+03;11;4.3;11.98;12178;48;2774;3;0.35;0.27;1.027;0.297;0.760  
130342.71+0859540;13;03;42.71;+08;59;54.0;13.24;0;0;0;;0.22;0.14;1.541;0.581;0.660  
130343.16+0159153;13;03;43.16;+01;59;15.3;12.77;25663;22;5906;19;0.44;0.25;1.147;0.487;0.560  
130343.20+1144540;13;03;43.20;+11;44;54.0;13.06;23854;48;5920;;0.26;0.13;1.180;0.473;0.480  
130344.12-0306524;13;03;44.12;-03;06;52.4;13.26;24355;21;5906;19;0.24;0.12;1.229;0.576;0.520  
130344.70+0947380;13;03;44.70;+09;47;38.0;11.92;21156;38;-160;;0.41;0.21;1.269;0.396;0.520  
130344.95+2805029;13;03;44.95;+28;05;2.9;11.52;5602;38;1155;;0.41;0.27;0.987;0.285;0.660  
130346.47-0508004;13;03;46.47;-05;08;0.4;10.48;4007;2;668;5_5;0.84;0.25;0.920;0.248;0.300  
130346.58+1916170;13;03;46.58;+19;16;17.0;11.36;19092;25;1149;;0.58;0.39;1.055;0.302;0.680  
130347.11-0241224;13;03;47.11;-02;41;22.4;13.25;24652;23;5906;19;0.31;0.11;1.162;0.426;0.340  
130347.81-0330464;13;03;47.81;-03;30;46.4;12.88;21795;87;1777;;0.26;0.17;0.998;0.374;0.680  
130348.47+2605219;13;03;48.47;+26;05;21.9;12.47;11203;100;1520;;0.50;0.23;0.960;0.249;0.460  
130349.39+0812166;13;03;49.39;+08;12;16.6;13.37;0;0;0;;0.34;0.14;1.018;0.297;0.400  
